Filename,Step,Element,X,Y,Z,Fx,Fy,Fz,SCF_Energy,ImaginaryFrequency,ErrorTermination
,38.0,H,6.144007,1.649772,1.736659,4.35e-07,-9.5e-07,-6e-08,,,
,38.0,H,5.097885,2.681032,-1.796984,-2.93e-07,-2e-08,4.63e-07,,,
,38.0,H,6.360667,2.925498,-0.59291,2.01e-07,-8.25e-07,-4.16e-07,,,
,38.0,H,4.785833,3.683009,-0.381853,8e-09,2.1e-07,-3.27e-07,,,
,,,,,,,,,,,
phenothrin_rdkit_conf_2.log,46.0,C,4.686434,-1.847569,1.917579,-3.51e-07,1.87e-07,1.178e-06,-1096.95582162,0.0,False
,46.0,C,5.524634,-0.995907,0.968535,2.726e-06,-3.441e-06,-4.447e-06,,,
,46.0,C,7.012152,-1.344299,0.970249,-2.351e-06,2.258e-06,2.555e-06,,,
,46.0,C,5.056401,-0.035924,0.197174,1.918e-06,-9.24e-07,-3.184e-06,,,
,46.0,C,3.6205,0.406221,0.076723,2.608e-06,1.767e-06,1.78e-06,,,
,46.0,C,3.190201,1.286086,-1.079417,-4.757e-06,2.502e-06,-1e-07,,,
,46.0,C,1.921681,0.995952,-1.875164,2.489e-06,-2.949e-06,2.789e-06,,,
,46.0,O,1.677198,1.433668,-2.98422,-4.71e-07,2.573e-06,-9.78e-07,,,
,46.0,O,1.04958,0.141064,-1.196483,2.71e-07,-1.03e-06,-3.67e-07,,,
,46.0,C,-0.14489,-0.13475,-1.95566,-1.914e-06,5.22e-07,1.9e-07,,,
,46.0,C,-1.009431,-1.112083,-1.150704,4.24e-06,5.973e-06,1.427e-06,,,
,46.0,C,-0.46112,-2.306552,-0.690614,-1.633e-06,-5.817e-06,3.865e-06,,,
,46.0,C,-1.239709,-3.199042,0.025858,-5.057e-06,2.395e-06,-3.969e-06,,,
,46.0,C,-2.568883,-2.913131,0.293685,6.519e-06,7.7e-07,-1.394e-06,,,
,46.0,C,-3.121958,-1.718383,-0.158662,-6.178e-06,-9.747e-06,5.008e-06,,,
,46.0,O,-4.496908,-1.529498,0.06859,2.516e-06,8.94e-06,1.103e-06,,,
,46.0,C,-4.884268,-0.222801,0.416843,-9.38e-07,-6.987e-06,-2.984e-06,,,
,46.0,C,-4.174031,0.573295,1.314667,-2.61e-06,2.113e-06,1.567e-06,,,
,46.0,C,-4.670738,1.816393,1.668898,4.516e-06,1.566e-06,1.9e-08,,,
,46.0,C,-5.872174,2.271065,1.146874,-1.785e-06,-3.079e-06,-3.267e-06,,,
,46.0,C,-6.583409,1.472602,0.263467,-2.861e-06,8.52e-07,3.411e-06,,,
,46.0,C,-6.095925,0.229953,-0.103177,4.202e-06,1.562e-06,-1.6e-08,,,
,46.0,C,-2.339238,-0.821643,-0.887029,-2.575e-06,2.305e-06,-4.719e-06,,,
,46.0,C,3.176947,1.833604,0.33711,-3.74e-07,2.39e-06,-1.21e-06,,,
,46.0,C,1.838975,2.05164,1.05576,3.3e-07,-7.4e-07,5.54e-07,,,
,46.0,C,4.222918,2.901571,0.685799,-1.69e-07,-3.725e-06,-8e-08,,,
,46.0,H,5.076124,-1.769349,2.929921,6.7e-07,7.28e-07,-1e-07,,,
,46.0,H,4.737014,-2.895089,1.628473,-1.4e-08,-1.575e-06,-5.8e-08,,,
,46.0,H,3.646294,-1.546125,1.931702,-1.066e-06,4.74e-07,4.58e-07,,,
,46.0,H,7.160859,-2.383814,0.685823,-1.367e-06,-1.37e-07,-7.61e-07,,,
,46.0,H,7.434049,-1.213608,1.96447,7.74e-07,9.13e-07,1.194e-06,,,
,46.0,H,7.563474,-0.71682,0.277979,2.55e-07,-3.3e-07,1.54e-07,,,
,46.0,H,5.753158,0.50546,-0.430439,-1.32e-07,8.7e-08,-2.5e-07,,,
,46.0,H,2.887681,-0.338295,0.35667,1.57e-07,-2.37e-07,2.44e-07,,,
,46.0,H,3.974698,1.667177,-1.72031,3.43e-07,-2.29e-07,5.02e-07,,,
,46.0,H,0.118128,-0.572513,-2.927019,8.52e-07,-9.75e-07,3.42e-07,,,
,46.0,H,-0.699799,0.788099,-2.154028,7.86e-07,-4.9e-08,-4.67e-07,,,
,46.0,H,0.576922,-2.532136,-0.895533,3.57e-07,5.7e-07,-1.52e-07,,,
,46.0,H,-0.809694,-4.12761,0.380436,3.72e-07,2.85e-07,-9.4e-08,,,
,46.0,H,-3.189147,-3.604802,0.847855,-4.9e-08,6.9e-08,-2.18e-07,,,
,46.0,H,-3.238822,0.219688,1.726551,9.55e-07,1.96e-07,9.5e-08,,,
,46.0,H,-4.114612,2.433417,2.363808,-2.56e-07,4.6e-08,2.61e-07,,,
,46.0,H,-6.253927,3.243002,1.429655,-1.59e-07,2.74e-07,2.27e-07,,,
,46.0,H,-7.524111,1.82067,-0.144886,-6.3e-08,-2.55e-07,-3.33e-07,,,
,46.0,H,-6.642432,-0.403945,-0.788723,-2.15e-07,-2.89e-07,-1.61e-07,,,
,46.0,H,-2.774579,0.102417,-1.241836,5.08e-07,2.4e-08,6.85e-07,,,
,46.0,H,1.12408,1.282528,0.785358,1.4e-07,-4.85e-07,-2.31e-07,,,
,46.0,H,1.988029,2.02637,2.131622,6.68e-07,1.54e-07,-3.27e-07,,,
,46.0,H,1.422168,3.020776,0.794724,-9.67e-07,3.11e-07,4.41e-07,,,
,46.0,H,3.837687,3.891106,0.45483,2.58e-07,-1.023e-06,7.62e-07,,,
,46.0,H,5.142443,2.75591,0.130073,-6e-09,1.04e-06,-7.5e-08,,,
,46.0,H,4.454939,2.867827,1.746964,-1.112e-06,1.75e-07,-8.69e-07,,,
,,,,,,,,,,,
phenothrin_rdkit_conf_20.log,53.0,C,7.199363,1.71933,-1.40416,-2.032e-06,2.539e-06,7.71e-07,-1096.95544976,0.0,False
,53.0,C,6.226719,1.886557,-0.23999,-2.734e-06,-4.067e-06,-5.647e-06,,,
,53.0,C,6.466844,3.1469,0.589823,1.286e-06,2.145e-06,1.158e-06,,,
,53.0,C,5.253234,1.054261,0.068369,-8.53e-07,-1.894e-06,-4.895e-06,,,
,53.0,C,4.890901,-0.213689,-0.659669,9.5e-08,6.11e-07,7.29e-07,,,
,53.0,C,3.540099,-0.88723,-0.463643,6.665e-06,-1.557e-06,-6.429e-06,,,
,53.0,C,2.485138,-0.324606,0.480119,-1.105e-06,-1.0717e-05,2.6145e-05,,,
,53.0,O,2.660453,0.255606,1.536726,-3.576e-06,7.823e-06,-2.2512e-05,,,
,53.0,O,1.213042,-0.566798,-0.041407,-4.496e-06,-2.938e-06,6.422e-06,,,
,53.0,C,0.167284,-0.049844,0.804017,1.3853e-05,2.032e-06,-8.767e-06,,,
,53.0,C,-1.187474,-0.395893,0.173931,-8.635e-06,-1.5664e-05,4.253e-06,,,
,53.0,C,-1.389746,-1.638747,-0.418857,-2.0898e-05,1.7203e-05,-2.5422e-05,,,
,53.0,C,-2.618906,-1.951397,-0.97437,2.9811e-05,1.6371e-05,1.5973e-05,,,
,53.0,C,-3.663085,-1.04145,-0.941853,-1.0239e-05,-3.597e-05,1.317e-05,,,
,53.0,C,-3.470817,0.19803,-0.335833,-2.1429e-05,2.0288e-05,-3.4283e-05,,,
,53.0,O,-4.439706,1.217274,-0.328052,2.878e-06,-1.059e-06,8.67e-06,,,
,53.0,C,-5.763488,0.799731,-0.100202,-1.488e-06,-4.339e-06,-3.91e-06,,,
,53.0,C,-6.114207,-0.131184,0.87707,-2.914e-06,7.36e-07,1.062e-06,,,
,53.0,C,-7.449695,-0.42301,1.097237,2.726e-06,1.985e-06,-7.92e-07,,,
,53.0,C,-8.440584,0.209887,0.361987,-7.2e-08,-4.086e-06,-3.5e-08,,,
,53.0,C,-8.090589,1.144579,-0.600992,-2.244e-06,3.016e-06,-5.3e-07,,,
,53.0,C,-6.758885,1.441998,-0.834932,2.274e-06,1.709e-06,1.717e-06,,,
,53.0,C,-2.229454,0.518319,0.212382,3.3087e-05,1.0981e-05,2.1111e-05,,,
,53.0,C,4.807143,-1.555571,0.041282,-2.699e-06,2.041e-06,1.642e-06,,,
,53.0,C,5.292183,-2.788006,-0.735374,-3.48e-07,4.39e-07,5.09e-07,,,
,53.0,C,5.074326,-1.649741,1.548554,-4.804e-06,3.85e-07,3.07e-07,,,
,53.0,H,8.223085,1.724542,-1.037021,1.413e-06,1.46e-07,1.213e-06,,,
,53.0,H,7.040881,0.795682,-1.946833,8.06e-07,-1.524e-06,8.59e-07,,,
,53.0,H,7.098949,2.548365,-2.101359,-6.11e-07,-1.139e-06,1.612e-06,,,
,53.0,H,6.382513,4.035458,-0.03228,3.41e-07,2.06e-07,5.9e-08,,,
,53.0,H,7.468047,3.139488,1.015407,1.77e-07,-1.246e-06,1.243e-06,,,
,53.0,H,5.749722,3.225418,1.400041,5.92e-07,3.38e-07,-1.195e-06,,,
,53.0,H,4.631846,1.276661,0.925649,2.054e-06,1.027e-06,2.289e-06,,,
,53.0,H,5.248599,-0.262698,-1.679305,-2.905e-06,-1.39e-07,1.072e-06,,,
,53.0,H,3.088676,-1.314944,-1.348803,-9.33e-07,1.548e-06,1.25e-07,,,
,53.0,H,0.239111,-0.489872,1.807572,-3.364e-06,-4.9e-08,1.184e-06,,,
,53.0,H,0.262056,1.035027,0.920694,1.552e-06,-2.921e-06,2.587e-06,,,
,53.0,H,-0.578849,-2.353707,-0.451612,2.429e-06,-3.373e-06,2.152e-06,,,
,53.0,H,-2.768462,-2.916181,-1.443237,-2.325e-06,-1.111e-06,-9.06e-07,,,
,53.0,H,-4.620395,-1.288336,-1.379369,1.428e-06,2.925e-06,-4.27e-07,,,
,53.0,H,-5.343637,-0.623224,1.454544,-1.47e-07,-3.41e-07,9.3e-08,,,
,53.0,H,-7.718149,-1.149072,1.854631,-1.52e-07,1.9e-08,1.37e-07,,,
,53.0,H,-9.481833,-0.022759,0.541021,-2.9e-08,2.38e-07,1.05e-07,,,
,53.0,H,-8.860073,1.644802,-1.175864,1.72e-07,-2.72e-07,5.7e-08,,,
,53.0,H,-6.472686,2.171546,-1.580816,6.8e-08,-1.97e-07,2.38e-07,,,
,53.0,H,-2.095282,1.492716,0.662839,-1.92e-06,-1.842e-06,-2.347e-06,,,
,53.0,H,4.786483,-3.683145,-0.382864,7.36e-07,1.684e-06,6.08e-07,,,
,53.0,H,5.097767,-2.680682,-1.79782,-1.518e-06,-8.89e-07,-2.25e-07,,,
,53.0,H,6.361039,-2.925158,-0.594264,6.6e-08,-1.821e-06,-6.67e-07,,,
,53.0,H,4.660565,-2.57387,1.942447,-1.95e-07,1.029e-06,1.207e-06,,,
,53.0,H,6.144382,-1.650512,1.736078,2.69e-07,-1.929e-06,-1.5e-06,,,
,53.0,H,4.627525,-0.819545,2.082999,-1.15e-07,1.621e-06,1e-08,,,
,,,,,,,,,,,
phenothrin_rdkit_conf_21.log,57.0,C,6.619944,-0.37845,1.691509,6.83e-07,1.8e-07,-7.72e-07,-1096.95543608,0.0,False
,57.0,C,5.964813,0.397001,0.551866,-1.699e-06,-1.622e-06,3.091e-06,,,
,57.0,C,6.868852,1.458411,-0.073309,-2.9e-08,9.36e-07,-1.018e-06,,,
,57.0,C,4.739082,0.211106,0.106327,6.81e-07,-2.295e-06,-2.196e-06,,,
,57.0,C,3.734707,-0.782927,0.628003,-7e-07,5.062e-06,2.812e-06,,,
,57.0,C,2.251026,-0.657709,0.312074,-2.36e-06,-1.857e-06,-3.69e-06,,,
,57.0,C,1.700115,0.469947,-0.550933,8.498e-06,1.2431e-05,4.589e-06,,,
,57.0,O,2.232166,1.010711,-1.503981,-4.267e-06,-8.481e-06,-5.615e-06,,,
,57.0,O,0.433236,0.835061,-0.09182,-3.558e-06,-3.58e-06,-1.819e-06,,,
,57.0,C,-0.142053,1.905275,-0.865002,-4.57e-07,5.334e-06,-4e-08,,,
,57.0,C,-1.542113,2.212692,-0.318225,-4.708e-06,-1.0483e-05,5.409e-06,,,
,57.0,C,-2.01575,3.518999,-0.29693,-7.173e-06,2.889e-06,-8.042e-06,,,
,57.0,C,-3.288634,3.790546,0.180812,1.0081e-05,3.699e-06,4.991e-06,,,
,57.0,C,-4.099036,2.766711,0.637393,-1.472e-06,-1.1835e-05,4.984e-06,,,
,57.0,C,-3.631128,1.453287,0.613677,-6.617e-06,4.439e-06,-9.1e-06,,,
,57.0,O,-4.472035,0.475654,1.174694,-1.86e-07,1.964e-06,1.752e-06,,,
,57.0,C,-4.481505,-0.770246,0.522043,3.7e-08,-4.11e-07,1.627e-06,,,
,57.0,C,-4.536052,-0.9064,-0.864773,-7.67e-07,-9.31e-07,-2.069e-06,,,
,57.0,C,-4.631765,-2.168526,-1.426009,6.73e-07,-2.589e-06,5.17e-07,,,
,57.0,C,-4.684367,-3.296379,-0.620922,-9.88e-07,2.86e-06,6.7e-07,,,
,57.0,C,-4.642491,-3.158436,0.758451,1.641e-06,1.129e-06,-2.242e-06,,,
,57.0,C,-4.541661,-1.902744,1.332622,-7.54e-07,-1.247e-06,1.484e-06,,,
,57.0,C,-2.349901,1.180213,0.140077,1.1268e-05,7.585e-06,1.22e-06,,,
,57.0,C,3.061743,-1.802897,-0.26962,2.103e-06,7.45e-07,1.16e-06,,,
,57.0,C,2.803295,-3.197606,0.318035,6.75e-07,-7.24e-07,-4.16e-07,,,
,57.0,C,3.380151,-1.830699,-1.769608,2.066e-06,3.36e-07,4.4e-07,,,
,57.0,H,5.978679,-1.157549,2.084606,-7.75e-07,-3.53e-07,-1e-08,,,
,57.0,H,7.541061,-0.841315,1.344939,9e-08,4.56e-07,-1.84e-07,,,
,57.0,H,6.879787,0.29509,2.505326,-5.06e-07,1.2e-08,-1.89e-07,,,
,57.0,H,6.35937,1.985999,-0.872663,-9e-08,3e-08,-1.68e-07,,,
,57.0,H,7.76887,1.002481,-0.480342,-5.46e-07,-4.22e-07,3.42e-07,,,
,57.0,H,7.179748,2.184171,0.675209,7.21e-07,1.79e-07,-1.89e-07,,,
,57.0,H,4.387685,0.819523,-0.716386,-8.29e-07,1.29e-07,8.72e-07,,,
,57.0,H,3.929277,-1.130652,1.633608,-6.56e-07,2.7e-07,3.21e-07,,,
,57.0,H,1.57066,-0.907253,1.115235,-3.76e-07,-5.28e-07,7.52e-07,,,
,57.0,H,-0.206479,1.61685,-1.922721,8.73e-07,-2.173e-06,1.87e-07,,,
,57.0,H,0.484976,2.801989,-0.814633,1.329e-06,-1.39e-06,-2.12e-07,,,
,57.0,H,-1.387626,4.325576,-0.650697,1.2e-08,5.46e-07,8.54e-07,,,
,57.0,H,-3.651494,4.810786,0.198444,-3.7e-07,-1.93e-07,-3.49e-07,,,
,57.0,H,-5.091576,2.965558,1.018694,3.93e-07,1.165e-06,-6.78e-07,,,
,57.0,H,-4.499415,-0.028184,-1.494656,-5e-08,-4.4e-08,2.07e-07,,,
,57.0,H,-4.670484,-2.270554,-2.503492,-3.4e-08,4.74e-07,-1.04e-07,,,
,57.0,H,-4.760556,-4.278926,-1.067194,-8.1e-08,-5.27e-07,-2.26e-07,,,
,57.0,H,-4.686894,-4.035258,1.392492,-1.52e-07,-1.7e-07,3.77e-07,,,
,57.0,H,-4.511406,-1.781216,2.407237,1.21e-07,3.1e-07,-3.06e-07,,,
,57.0,H,-1.979847,0.164542,0.132139,-1.024e-06,3.18e-07,2.8e-07,,,
,57.0,H,1.954308,-3.66593,-0.173047,-8.98e-07,2.86e-07,-7.05e-07,,,
,57.0,H,2.594727,-3.139964,1.381649,1.048e-06,1.01e-07,-2.34e-07,,,
,57.0,H,3.672111,-3.834163,0.172677,-6.7e-07,-1.23e-07,1.008e-06,,,
,57.0,H,4.321612,-2.345528,-1.939276,1.29e-07,-6.97e-07,2.12e-07,,,
,57.0,H,2.600405,-2.364934,-2.305289,6.1e-08,1.64e-07,-3.14e-07,,,
,57.0,H,3.451932,-0.829573,-2.17836,-3.88e-07,-1.357e-06,7.28e-07,,,
,,,,,,,,,,,
phenothrin_rdkit_conf_22.log,25.0,C,-3.245317,3.076581,-1.352737,1.414e-06,1.405e-06,1.819e-06,-1096.95561301,0.0,False
,25.0,C,-2.670038,1.740227,-1.813803,-4.303e-06,1.11e-07,1.1704e-05,,,
,25.0,C,-2.322907,1.696302,-3.301164,7.79e-07,-3.584e-06,-2.91e-07,,,
,25.0,C,-2.473125,0.688195,-1.045766,7.345e-06,3.44e-06,-1.4482e-05,,,
,25.0,C,-2.757119,0.588651,0.430498,3.4e-08,-2.929e-06,1.524e-06,,,
,25.0,C,-2.184774,-0.538002,1.278616,8.202e-06,1.0619e-05,7.137e-06,,,
,25.0,C,-1.301881,-1.628978,0.686667,-2.496e-05,-9.126e-06,4.75e-07,,,
,25.0,O,-1.366808,-2.120952,-0.425459,1.077e-06,5.34e-07,-6.56e-07,,,
,25.0,O,-0.354346,-2.028011,1.632614,1.1669e-05,5.209e-06,-5.514e-06,,,
,25.0,C,0.522629,-3.060695,1.143576,-1.823e-06,-2.71e-06,4.941e-06,,,
,25.0,C,1.580174,-2.538574,0.156554,-2.485e-06,1.0662e-05,-5.266e-06,,,
,25.0,C,1.931352,-3.2806,-0.963967,3.928e-06,-5.362e-06,2.409e-06,,,
,25.0,C,2.910494,-2.814473,-1.828534,4.36e-07,1.843e-06,2.774e-06,,,
,25.0,C,3.536674,-1.604151,-1.591277,-3.71e-06,2.128e-06,-4.84e-07,,,
,25.0,C,3.181011,-0.849792,-0.473382,-1.0725e-05,-2.359e-06,-1.2653e-05,,,
,25.0,O,3.918073,0.326124,-0.246191,1.0108e-05,4.402e-06,1.0781e-05,,,
,25.0,C,3.186979,1.420491,0.249779,-6.12e-06,-8.175e-06,-4.314e-06,,,
,25.0,C,3.826656,2.224306,1.192281,-1.28e-07,-1.366e-06,-4.324e-06,,,
,25.0,C,3.203287,3.36753,1.662018,1.844e-06,-4.06e-07,3.261e-06,,,
,25.0,C,1.943733,3.718549,1.199526,-1.191e-06,3.838e-06,-1.692e-06,,,
,25.0,C,1.311682,2.922027,0.256737,-7e-09,-3.078e-06,2.878e-06,,,
,25.0,C,1.926019,1.778756,-0.225772,4.82e-06,6.597e-06,-1.489e-06,,,
,25.0,C,2.211212,-1.326397,0.405005,7.16e-06,-1.786e-06,1.1197e-05,,,
,25.0,C,-3.677877,-0.468185,1.008704,6.35e-07,-9.796e-06,-4.901e-06,,,
,25.0,C,-4.336544,-1.497436,0.08197,4.421e-06,-3.37e-07,2.364e-06,,,
,25.0,C,-4.572486,-0.056809,2.1867,1.645e-06,7.454e-06,-2.545e-06,,,
,25.0,H,-2.527695,3.876006,-1.524001,-1.179e-06,-1.614e-06,-9.27e-07,,,
,25.0,H,-4.139134,3.313776,-1.925228,-6.13e-07,-1.003e-06,-1.89e-07,,,
,25.0,H,-3.50934,3.073223,-0.302439,-4.77e-07,1.078e-06,2.041e-06,,,
,25.0,H,-1.58896,2.461485,-3.545149,-1.22e-06,1.991e-06,1.11e-06,,,
,25.0,H,-3.20708,1.886838,-3.905702,1.14e-07,1.474e-06,8.01e-07,,,
,25.0,H,-1.917446,0.729674,-3.580707,-3.97e-07,-2.167e-06,6.4e-07,,,
,25.0,H,-2.068714,-0.21153,-1.490366,-2.965e-06,-2.25e-07,-8.74e-07,,,
,25.0,H,-2.786745,1.539145,0.946206,-2.225e-06,-3.91e-07,-1.118e-06,,,
,25.0,H,-1.861721,-0.267136,2.274855,-3.028e-06,-3.238e-06,1.057e-06,,,
,25.0,H,-0.046386,-3.870365,0.676738,2.6e-06,-8.57e-07,-2.981e-06,,,
,25.0,H,1.017435,-3.462869,2.034702,1.559e-06,-3.74e-07,-3.79e-07,,,
,25.0,H,1.438724,-4.223216,-1.161895,-3.61e-07,-6.58e-07,5.36e-07,,,
,25.0,H,3.183368,-3.39822,-2.698975,-1.52e-07,-8.62e-07,-1.681e-06,,,
,25.0,H,4.301669,-1.229181,-2.257844,1.355e-06,-1.017e-06,-8.13e-07,,,
,25.0,H,4.810255,1.940987,1.54256,-6.47e-07,1.69e-07,3.73e-07,,,
,25.0,H,3.703639,3.987401,2.395639,-1.249e-06,1.74e-07,-3.99e-07,,,
,25.0,H,1.457528,4.61094,1.570421,-3.57e-07,2.25e-07,-8.46e-07,,,
,25.0,H,0.330443,3.193906,-0.112129,8.67e-07,-1.017e-06,-4.5e-08,,,
,25.0,H,1.431599,1.162139,-0.963835,-3.7e-08,1.79e-07,4.1e-08,,,
,25.0,H,1.940997,-0.74887,1.27846,3.74e-07,-7.2e-08,-2e-08,,,
,25.0,H,-3.646931,-1.844102,-0.678835,-3.78e-07,1.682e-06,-1.472e-06,,,
,25.0,H,-5.201738,-1.057055,-0.405561,-4.35e-07,1.659e-06,1.442e-06,,,
,25.0,H,-4.672118,-2.355414,0.657848,-1.687e-06,-4.79e-07,2.45e-07,,,
,25.0,H,-4.078993,0.680337,2.812146,-4.62e-07,-1.025e-06,-4.33e-07,,,
,25.0,H,-4.814218,-0.920651,2.800372,1.81e-07,-1.808e-06,-9.26e-07,,,
,25.0,H,-5.502788,0.370331,1.821632,7.5e-07,9.47e-07,1.65e-07,,,
,,,,,,,,,,,
phenothrin_rdkit_conf_25.log,28.0,C,-3.064668,-3.858269,-0.33705,-1.156e-06,1.73e-07,-1.593e-06,-1096.9553747,0.0,False
,28.0,C,-3.897039,-2.716184,0.243807,8.58e-07,3.66e-07,8.39e-07,,,
,28.0,C,-5.040704,-3.179914,1.141785,1.308e-06,2.05e-06,1.617e-06,,,
,28.0,C,-3.608481,-1.462467,-0.039609,-9.8e-07,-3.531e-06,-1.037e-06,,,
,28.0,C,-4.327657,-0.23918,0.466069,2.422e-06,9.7e-08,2.039e-06,,,
,28.0,C,-3.70065,1.145227,0.381934,-1.1641e-05,-2.573e-06,-1.0858e-05,,,
,28.0,C,-2.320472,1.372234,-0.220989,-1.835e-06,-2.6e-08,2.722e-06,,,
,28.0,O,-1.806437,0.782467,-1.154025,1.181e-06,1.232e-06,2.238e-06,,,
,28.0,O,-1.676641,2.407308,0.462519,3.801e-06,8.98e-07,3.603e-06,,,
,28.0,C,-0.357518,2.677309,-0.047583,-1.847e-06,2.049e-06,-5.825e-06,,,
,28.0,C,0.6816,1.625813,0.376898,-1.37e-06,7.74e-07,-3.5e-07,,,
,28.0,C,0.630875,1.067091,1.649944,4.71e-07,-1.288e-06,3.103e-06,,,
,28.0,C,1.5774,0.133692,2.037889,5.8e-08,1.251e-06,9e-09,,,
,28.0,C,2.588986,-0.249295,1.172757,-2.47e-07,4.52e-07,-2.893e-06,,,
,28.0,C,2.653991,0.319174,-0.097877,-4.31e-07,-3.596e-06,5.061e-06,,,
,28.0,O,3.590805,-0.066305,-1.073283,2.202e-06,-1.683e-06,-3.777e-06,,,
,28.0,C,4.89822,-0.295251,-0.607924,-5.081e-06,8.074e-06,8.187e-06,,,
,28.0,C,5.588301,-1.364171,-1.177633,-5.312e-06,-4.888e-06,-3.89e-06,,,
,28.0,C,6.908664,-1.596483,-0.832421,8.184e-06,-8.88e-07,-3.083e-06,,,
,28.0,C,7.550104,-0.770288,0.078366,-2.735e-06,5.46e-06,5.567e-06,,,
,28.0,C,6.864804,0.296996,0.638857,-5.091e-06,-5.829e-06,-1.302e-06,,,
,28.0,C,5.545538,0.543824,0.29851,7.264e-06,-5.7e-07,-4.166e-06,,,
,28.0,C,1.693447,1.249027,-0.493265,3.049e-06,3.344e-06,-1.727e-06,,,
,28.0,C,-4.911467,0.802281,-0.468521,5.871e-06,6.133e-06,5.026e-06,,,
,28.0,C,-6.2439,1.447321,-0.061207,1.47e-07,5.6e-08,-8.4e-08,,,
,28.0,C,-4.759884,0.63944,-1.985947,-5.02e-07,-3.336e-06,-3.183e-06,,,
,28.0,H,-3.687075,-4.517672,-0.938216,8.7e-07,4.43e-07,-6e-09,,,
,28.0,H,-2.6288,-4.456813,0.460078,2.94e-07,2.43e-07,1.326e-06,,,
,28.0,H,-2.261812,-3.48015,-0.961025,-3.65e-07,2.63e-07,-2.67e-07,,,
,28.0,H,-5.646117,-2.356397,1.499664,8.4e-08,-4.1e-08,-2.22e-07,,,
,28.0,H,-4.649907,-3.717956,2.00276,-1.107e-06,-3.14e-07,-4.25e-07,,,
,28.0,H,-5.687717,-3.86339,0.596763,-1.16e-07,-1.81e-07,-1.209e-06,,,
,28.0,H,-2.775245,-1.257312,-0.698603,-5.67e-07,2.014e-06,1.83e-07,,,
,28.0,H,-4.896299,-0.39642,1.37273,-5.2e-08,7.36e-07,-3.71e-07,,,
,28.0,H,-3.874005,1.7985,1.226549,1.696e-06,-2.333e-06,1.88e-06,,,
,28.0,H,-0.367764,2.764205,-1.138362,8e-08,-1.122e-06,-1.03e-07,,,
,28.0,H,-0.082722,3.653465,0.367904,1.539e-06,-2.394e-06,1.144e-06,,,
,28.0,H,-0.156407,1.360912,2.33129,6e-07,4.87e-07,-4.25e-07,,,
,28.0,H,1.527944,-0.305413,3.026729,-4.51e-07,-1.198e-06,2.72e-07,,,
,28.0,H,3.324802,-0.980307,1.477677,-1.324e-06,-3.46e-07,4.56e-07,,,
,28.0,H,5.0774,-1.999049,-1.889265,1.134e-06,-8.1e-08,1.74e-07,,,
,28.0,H,7.439707,-2.429428,-1.27627,-6.65e-07,-6.74e-07,-2.86e-07,,,
,28.0,H,8.581139,-0.95559,0.348533,-4.7e-07,-6.08e-07,-8.48e-07,,,
,28.0,H,7.363103,0.948725,1.345838,3.26e-07,1.059e-06,5.31e-07,,,
,28.0,H,5.014666,1.379133,0.734132,3.45e-07,2.46e-07,1.239e-06,,,
,28.0,H,1.749244,1.664091,-1.49081,-5.91e-07,5.4e-07,-1.44e-07,,,
,28.0,H,-6.33328,2.440711,-0.493007,5.3e-07,-4.37e-07,-1.53e-06,,,
,28.0,H,-6.32104,1.534738,1.017921,-8.41e-07,9.73e-07,2.09e-07,,,
,28.0,H,-7.077036,0.847079,-0.417264,2.65e-07,-1.479e-06,9.03e-07,,,
,28.0,H,-5.497743,-0.065449,-2.358617,6.1e-07,-2.62e-07,-4.79e-07,,,
,28.0,H,-4.922277,1.593193,-2.480252,1.34e-07,3.67e-07,1.193e-06,,,
,28.0,H,-3.771526,0.281273,-2.249318,-5.48e-07,-1.01e-07,5.65e-07,,,
,,,,,,,,,,,
phenothrin_rdkit_conf_3.log,57.0,C,4.822587,2.309899,-1.755866,-7.28e-07,7.2e-08,-3.1e-07,-1096.95557672,0.0,False
,57.0,C,3.629067,1.643568,-1.073381,1.077e-06,4.529e-06,1.818e-06,,,
,57.0,C,2.441813,2.575612,-0.850031,2.537e-06,1.521e-06,1.023e-06,,,
,57.0,C,3.671542,0.372529,-0.729385,-3.852e-06,-1.034e-06,1.02e-06,,,
,57.0,C,2.574655,-0.424314,-0.070746,2.82e-06,-9e-08,7.36e-07,,,
,57.0,C,2.6416,-1.93829,-0.061781,3.434e-06,-2.66e-06,-1.351e-06,,,
,57.0,C,1.434598,-2.800417,-0.415286,-3.92e-06,5.032e-06,-5.198e-06,,,
,57.0,O,1.493115,-3.959284,-0.783041,1.888e-06,-2.029e-06,1.509e-06,,,
,57.0,O,0.223055,-2.114521,-0.291918,3.872e-06,-3.98e-06,1.149e-06,,,
,57.0,C,-0.9019,-2.941414,-0.64233,-3.026e-06,9.81e-07,3.26e-07,,,
,57.0,C,-2.199691,-2.145082,-0.450753,-5.09e-07,1.714e-06,4.009e-06,,,
,57.0,C,-3.380303,-2.813913,-0.141437,2.478e-06,-2.763e-06,-1.447e-06,,,
,57.0,C,-4.565832,-2.111422,-0.006008,-1.876e-06,2.495e-06,-2.88e-06,,,
,57.0,C,-4.587048,-0.735664,-0.165289,-1.54e-07,3.68e-07,4.747e-06,,,
,57.0,C,-3.407326,-0.059717,-0.464713,2.182e-06,-2.979e-06,-2.081e-06,,,
